quota_definition__sid,quota__order_number,quota__geographical_areas,quota__headings,quota__commodities,quota__measurement_unit,quota__monetary_unit,quota_definition__description,quota_definition__validity_start_date,quota_definition__validity_end_date,quota_definition__suspension_periods,quota_definition__blocking_periods,quota_definition__status,quota_definition__last_allocation_date,quota_definition__initial_volume,quota_definition__balance,quota_definition__fill_rate
20869,50124,China,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",714209000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,30/12/2021,347359000,323017728.3,0.070075259
21897,50124,China,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",714209000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,21/03/2022,347359000,340629468.4,0.019373419
20870,50126,Indonesia,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714100099|0714300000|0714400000|0714500000|0714902010|0714902090,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,29/11/2021,825000000,824930316,8.45E-05
21898,50126,Indonesia,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714100099|0714300000|0714400000|0714500000|0714902010|0714902090,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,825000000,825000000,0
20871,50127,China,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714100099|0714300000|0714400000|0714500000|0714902010|0714902090,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,08/12/2021,74195000,74093900,0.001362626
21899,50127,China,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714100099|0714300000|0714400000|0714500000|0714902010|0714902090,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,74195000,74195000,0
20872,50128,Member countries of WTO,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714100099|0714300000|0714400000|0714500000|0714902010|0714902090,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,29/12/2021,21038000,18185605.66,0.135582961
21900,50128,Member countries of WTO,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714100099|0714300000|0714400000|0714500000|0714902010|0714902090,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,17/03/2022,21038000,20959187.78,0.003746184
20873,50130,Countries not members of the WTO,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714300010|0714400010|0714500010|0714902010,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,309000,309000,0
21901,50130,Countries not members of the WTO,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",0714100010|0714300010|0714400010|0714500010|0714902010,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,309000,309000,0
20874,50131,ERGA OMNES,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",714209000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,21/06/2021,15000,10367,0.308866667
21902,50131,ERGA OMNES,"0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",714209000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,15000,15000,0
20875,50132,ERGA OMNES,1108 – Starches; inulin,1108140000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,04/11/2021,1710000,1547000.4,0.095321404
21903,50132,ERGA OMNES,1108 – Starches; inulin,1108140000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,28/02/2022,1710000,1709924,4.44E-05
20876,50138,ERGA OMNES,1003 – Barley,1003100000|1003900030|1003900090,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,16/08/2021,293000,286750,0.021331058
21763,50138,ERGA OMNES,1003 – Barley,1003100000|1003900030|1003900090,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Exhausted,#NA,0,0,0
20878,50144,ERGA OMNES,"0202 – Meat of bovine animals, frozen|0206 – Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0202203081|0202203082|0202203083|0202203084|0202301081|0202301082|0202301083|0202301084|0202305081|0202305082|0202305083|0202305084|0202309041|0202309042|0202309043|0202309044|0202309070|0202309075|0206299133|0206299135|0206299137|0206299138|0206299151|0206299159|0206299161,Kilogram (kg),#NA,#NA,01/01/2021,30/06/2021,#NA,#NA,Closed,21/06/2021,43802844,43779889.81,0.000524034
20877,50144,ERGA OMNES,"0202 – Meat of bovine animals, frozen|0206 – Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0202203081|0202203082|0202203083|0202203084|0202301081|0202301082|0202301083|0202301084|0202305081|0202305082|0202305083|0202305084|0202309041|0202309042|0202309043|0202309044|0202309070|0202309075|0206299133|0206299135|0206299137|0206299138|0206299151|0206299159|0206299161,Kilogram (kg),#NA,#NA,01/07/2021,30/06/2022,#NA,#NA,Open,#NA,44027000,44027000,0
21904,50144,ERGA OMNES,"0202 – Meat of bovine animals, frozen|0206 – Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0202203081|0202203082|0202203083|0202203084|0202301081|0202301082|0202301083|0202301084|0202305081|0202305082|0202305083|0202305084|0202309041|0202309042|0202309043|0202309044|0202309070|0202309075|0206299133|0206299135|0206299137|0206299138|0206299151|0206299159|0206299161,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,44027000,#NA,0
20880,50145,ERGA OMNES,"0202 – Meat of bovine animals, frozen|0206 – Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0202203081|0202203082|0202203083|0202203084|0202301081|0202301082|0202301083|0202301084|0202305081|0202305082|0202305083|0202305084|0202309041|0202309042|0202309043|0202309044|0202309070|0202309075|0206299133|0206299135|0206299137|0206299138|0206299151|0206299159|0206299161,Kilogram (kg),#NA,#NA,01/01/2021,30/06/2021,#NA,#NA,Closed,21/06/2021,43802844,43779889.81,0.000524034
20879,50145,ERGA OMNES,"0202 – Meat of bovine animals, frozen|0206 – Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0202203081|0202203082|0202203083|0202203084|0202301081|0202301082|0202301083|0202301084|0202305081|0202305082|0202305083|0202305084|0202309041|0202309042|0202309043|0202309044|0202309070|0202309075|0206299133|0206299135|0206299137|0206299138|0206299151|0206299159|0206299161,Kilogram (kg),#NA,#NA,01/07/2021,30/06/2022,#NA,#NA,Open,#NA,44027000,44027000,0
21905,50145,ERGA OMNES,"0202 – Meat of bovine animals, frozen|0206 – Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0202203081|0202203082|0202203083|0202203084|0202301081|0202301082|0202301083|0202301084|0202305081|0202305082|0202305083|0202305084|0202309041|0202309042|0202309043|0202309044|0202309070|0202309075|0206299133|0206299135|0206299137|0206299138|0206299151|0206299159|0206299161,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,44027000,#NA,0
21052,50146,Liechtenstein|Switzerland,0102 – Live bovine animals,0102294100|0102294900|0102295100|0102295900|0102296100|0102296900|0102299100|0102299900|0102391010|0102909110,Number of items (p/st),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,247,247,0
22007,50146,Liechtenstein|Switzerland,0102 – Live bovine animals,0102294100|0102294900|0102295100|0102295900|0102296100|0102296900|0102299100|0102299900|0102391010|0102909110,Number of items (p/st),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,247,247,0
22008,50146,Liechtenstein|Switzerland,0102 – Live bovine animals,0102294100|0102294900|0102295100|0102295900|0102296100|0102296900|0102299100|0102299900|0102391010|0102909110,Number of items (p/st),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,247,#NA,0
20881,50147,ERGA OMNES,"0402 – Milk and cream, concentrated or containing added sugar or other sweetening matter",402101900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,1000,5620000,0
21906,50147,ERGA OMNES,"0402 – Milk and cream, concentrated or containing added sugar or other sweetening matter",402101900,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,5620000,#NA,0
20882,50151,ERGA OMNES,0406 – Cheese and curd,406900100,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,8266000,8266000,0
21907,50151,ERGA OMNES,0406 – Cheese and curd,406900100,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,8266000,#NA,0
20884,50154,ERGA OMNES,"0407 – Birds' eggs, in shell, fresh, preserved or cooked",0407210000|0407291000|0407901000,Kilogram (kg),#NA,#NA,01/01/2021,30/06/2021,#NA,#NA,Closed,#NA,20331000,20331000,0
20883,50154,ERGA OMNES,"0407 – Birds' eggs, in shell, fresh, preserved or cooked",0407210000|0407291000|0407901000,Kilogram (kg),#NA,#NA,01/07/2021,30/06/2022,#NA,#NA,Open,#NA,20331000,20331000,0
21908,50154,ERGA OMNES,"0407 – Birds' eggs, in shell, fresh, preserved or cooked",0407210000|0407291000|0407901000,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,20331000,#NA,0
20351,50155,Israel,"0207 – Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",0207423000|0207428000|0207441000|0207442100|0207443100|0207444100|0207445100|0207446100|0207447100|0207448100|0207449100|0207449900|0207451000|0207452100|0207453100|0207454100|0207455100|0207456100|0207457100|0207458100|0207459300|0207459500|0207459900|0207521000|0207529000|0207541000|0207542100|0207543100|0207544100|0207545100|0207546100|0207547100|0207548100|0207549100|0207549900|0207551000|0207552100|0207553100|0207554100|0207555100|0207556100|0207557100|0207558100|0207559300|0207559500|0207559900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,76000,76000,0
22063,50155,Israel,"0207 – Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",0207423000|0207428000|0207441000|0207442100|0207443100|0207444100|0207445100|0207446100|0207447100|0207448100|0207449100|0207449900|0207451000|0207452100|0207453100|0207454100|0207455100|0207456100|0207457100|0207458100|0207459300|0207459500|0207459900|0207521000|0207529000|0207541000|0207542100|0207543100|0207544100|0207545100|0207546100|0207547100|0207548100|0207549100|0207549900|0207551000|0207552100|0207553100|0207554100|0207555100|0207556100|0207557100|0207558100|0207559300|0207559500|0207559900,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,76000,76000,0
22064,50155,Israel,"0207 – Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",0207423000|0207428000|0207441000|0207442100|0207443100|0207444100|0207445100|0207446100|0207447100|0207448100|0207449100|0207449900|0207451000|0207452100|0207453100|0207454100|0207455100|0207456100|0207457100|0207458100|0207459300|0207459500|0207459900|0207521000|0207529000|0207541000|0207542100|0207543100|0207544100|0207545100|0207546100|0207547100|0207548100|0207549100|0207549900|0207551000|0207552100|0207553100|0207554100|0207555100|0207556100|0207557100|0207558100|0207559300|0207559500|0207559900,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,76000,#NA,0
20886,50156,ERGA OMNES,"1602 – Other prepared or preserved meat, meat offal, blood or insects",1602321100,Kilogram (kg),#NA,#NA,01/01/2021,30/06/2021,#NA,#NA,Closed,#NA,104000,104000,0
20885,50156,ERGA OMNES,"1602 – Other prepared or preserved meat, meat offal, blood or insects",1602321100,Kilogram (kg),#NA,#NA,01/07/2021,30/06/2022,#NA,#NA,Open,#NA,104000,104000,0
21909,50156,ERGA OMNES,"1602 – Other prepared or preserved meat, meat offal, blood or insects",1602321100,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,104000,#NA,0
20888,50157,ERGA OMNES,"1602 – Other prepared or preserved meat, meat offal, blood or insects",1602329000,Kilogram (kg),#NA,#NA,01/01/2021,30/06/2021,#NA,#NA,Closed,#NA,210000,210000,0
20887,50157,ERGA OMNES,"1602 – Other prepared or preserved meat, meat offal, blood or insects",1602329000,Kilogram (kg),#NA,#NA,01/07/2021,30/06/2022,#NA,#NA,Open,#NA,210000,210000,0
21910,50157,ERGA OMNES,"1602 – Other prepared or preserved meat, meat offal, blood or insects",1602329000,Kilogram (kg),#NA,#NA,01/07/2022,30/06/2023,#NA,#NA,Future,#NA,210000,#NA,0
20889,50158,ERGA OMNES,"0207 – Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",0207271000|0207272000|0207278000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,37000,37000,0
21911,50158,ERGA OMNES,"0207 – Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",0207271000|0207272000|0207278000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,37000,37000,0
20643,50202,Turkey,"0701 – Potatoes, fresh or chilled",701900000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,07/10/2021,417000,322220,0.227290168
22193,50202,Turkey,"0701 – Potatoes, fresh or chilled",701900000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,417000,417000,0
22194,50202,Turkey,"0701 – Potatoes, fresh or chilled",701900000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,417000,#NA,0
20647,50204,Turkey,"0806 – Grapes, fresh or dried",806101090,Kilogram (kg),#NA,#NA,01/05/2021,17/06/2021,#NA,#NA,Closed,#NA,58000,58000,0
20648,50204,Turkey,"0806 – Grapes, fresh or dried",806101090,Kilogram (kg),#NA,#NA,01/08/2021,14/11/2021,#NA,#NA,Exhausted,16/08/2021,58000,0,1
22347,50204,Turkey,"0806 – Grapes, fresh or dried",806101090,Kilogram (kg),#NA,#NA,01/08/2022,14/11/2022,#NA,#NA,Future,#NA,58000,#NA,0
22348,50204,Turkey,"0806 – Grapes, fresh or dried",806101090,Kilogram (kg),#NA,#NA,01/08/2023,14/11/2023,#NA,#NA,Future,#NA,58000,#NA,0
20650,50206,Turkey,"1509 – Olive oil and its fractions, whether or not refined, but not chemically modified",1509102000|1509108000|1509200000|1509400000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Exhausted,01/11/2021,17000,0,1
22437,50206,Turkey,"1509 – Olive oil and its fractions, whether or not refined, but not chemically modified",1509102000|1509108000|1509200000|1509400000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Critical,16/03/2022,17000,8547.92,0.497181176
22438,50206,Turkey,"1509 – Olive oil and its fractions, whether or not refined, but not chemically modified",1509102000|1509108000|1509200000|1509400000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,17000,#NA,0
20665,50208,Turkey,"2007 – Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",2007101000|2007911000|2007913000|2007992000|2007993100|2007993300|2007993500|2007993900|2007995000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,24/12/2021,292000,114013.24,0.609543699
22611,50208,Turkey,"2007 – Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",2007101000|2007911000|2007913000|2007992000|2007993100|2007993300|2007993500|2007993900|2007995000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Critical,21/03/2022,292000,237023.5,0.188275685
22612,50208,Turkey,"2007 – Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",2007101000|2007911000|2007913000|2007992000|2007993100|2007993300|2007993500|2007993900|2007995000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,292000,#NA,0
21053,50211,Turkey,"0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",0703101100|0703101900,Kilogram (kg),#NA,#NA,01/01/2021,14/02/2021,#NA,#NA,Closed,#NA,55000,55000,0
20644,50211,Turkey,"0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",0703101100|0703101900,Kilogram (kg),#NA,#NA,16/05/2021,14/02/2022,#NA,#NA,Closed,11/02/2022,333000,124550,0.625975976
22217,50211,Turkey,"0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",0703101100|0703101900,Kilogram (kg),#NA,#NA,16/05/2022,14/02/2023,#NA,#NA,Future,#NA,333000,#NA,0
22218,50211,Turkey,"0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",0703101100|0703101900,Kilogram (kg),#NA,#NA,16/05/2023,14/02/2024,#NA,#NA,Future,#NA,333000,#NA,0
20668,50212,Turkey,"2008 – Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included",2008301900|2008501900|2008505100|2008509200|2008509811|2008509813|2008509815|2008509819|2008601900|2008701900|2008705100|2008801900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,350000,350000,0
